country,source_url,page_title,purpose,topic,visa_type,entry_type,title,summary,eligibility,required_documents,min_income_threshold,min_education_level,min_age,max_age,required_language_test,min_language_score,points_required,mandatory_prerequisites,total_estimated_cost,cost_currency,processing_time_days_min,processing_time_days_max,pr_pathway_available,pr_pathway_years,last_verified_date,application_process,processing_time,application_fee,validity,official_links,important_notes,extra_information
France,https://france-visas.gouv.fr/en/web/france-visas/family-reunification,Family Reunification Visa | France-Visas,family_reunion,Family Reunification,Family Reunification Visa (Regroupement Familial),detailed,France Family Reunification Visa,"The Family Reunification Visa allows spouses and minor children of a foreign national legally residing in France to join the sponsor. The sponsor must meet residence duration, income, and housing requirements before the application can proceed.","[""Sponsor has held a residence permit in France for at least 18 months"", ""Proof of marriage or parent-child relationship"", ""Sponsor's income meets or exceeds the French minimum wage (SMIC), adjusted for family size"", ""Sponsor has housing meeting size and sanitary standards""]","[""Passport"", ""Marriage or birth certificate"", ""Sponsor's residence permit copy"", ""Proof of sponsor's income (payslips, tax notices)"", ""Proof of adequate housing (lease, ownership documents)"", ""Long-stay visa application form"", ""Biometric photo""]","{""threshold_type"": ""fixed_numeric"", ""value"": 21621.0, ""unit"": ""EUR_per_year"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Approximate annual net SMIC reference used as minimum sponsor income threshold (2024 figures), adjusted upward for larger families""}",,18,,,,,"[""proof_of_relationship"", ""sponsor_income_proof"", ""adequate_housing_proof""]",99,EUR,180,365,TRUE,5,15/01/2025,"[""Sponsor submits family reunification request to local prefecture in France"", ""OFII verifies sponsor's housing and income conditions"", ""Prefecture approves the request and notifies French consulate abroad"", ""Family members apply for long-stay visa at the consulate"", ""Enter France and validate visa with OFII""]","6-12 months for prefecture approval, plus 2-3 months for visa issuance",EUR 99 (visa fee per family member),"Initially 1 year, renewable, tied to sponsor's residence status","[""https://france-visas.gouv.fr/en/web/france-visas/family-reunification"", ""https://www.ofii.fr/""]","[""Sponsor must have resided in France for at least 18 months before filing the request"", ""Housing must meet minimum surface area requirements based on family size"", ""Processing times vary significantly by prefecture workload""]",{}
France,https://www.euraxess.fr/france/information-assistance/entry-and-residence-conditions,Researcher Visa (Passeport Talent - Chercheur) | Euraxess France,work,Research and Academic Immigration,Talent Passport - Researcher (Passeport Talent Chercheur),detailed,France Researcher Visa (Talent Passport - Researcher Sub-Category),The Researcher sub-category of the Talent Passport is for researchers hosted by a French research institution or university under a hosting agreement (convention d'accueil). It offers a streamlined pathway with a multi-year residence card and simplified family accompaniment.,"[""Hosting agreement (convention d'accueil) signed with an approved French research institution"", ""Master's degree or higher, or equivalent research qualification"", ""Sufficient means to cover living costs during the research stay"", ""Health insurance coverage""]","[""Passport"", ""Hosting agreement (convention d'accueil)"", ""Proof of qualification (degree certificates)"", ""Proof of financial resources or salary from host institution"", ""Health insurance certificate"", ""Biometric photo""]","{""threshold_type"": ""case_by_case"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Determined by hosting agreement stipend or institutional salary scale""}",master,,,,,,"[""hosting_agreement""]",225,EUR,20,60,TRUE,5,15/01/2025,"[""Sign hosting agreement with an approved French research institution"", ""Apply for long-stay visa (VLS-TS) at French consulate"", ""Validate visa with OFII after arrival in France"", ""Apply for Talent Passport - Researcher residence card renewal at local prefecture as needed""]",3-8 weeks,EUR 99 (visa) + EUR 225 (residence permit tax stamp),"Duration of hosting agreement, up to 4 years, renewable","[""https://www.euraxess.fr/france/information-assistance/entry-and-residence-conditions"", ""https://france-visas.gouv.fr/en/web/france-visas/talent-passport""]","[""No separate work permit approval required given the hosting agreement"", ""Family members can obtain accompanying Talent Passport family residence permits with immediate work rights""]",{}
France,https://france-visas.gouv.fr/en/web/france-visas/visitor,Visitor Long-Stay Visa (VLS-TS Visiteur) | France-Visas,tourist,Long-Stay Non-Working Residence,Visitor Visa (VLS-TS Visiteur),detailed,France Long-Stay Visitor Visa (VLS-TS Visiteur),"The Visitor Visa allows individuals to reside in France for more than 90 days without engaging in any professional activity, commonly used by retirees or financially independent applicants. Holders must commit not to work in France and demonstrate stable and sufficient income.","[""Commitment not to engage in professional activity in France"", ""Sufficient and stable financial resources (at least the French minimum wage, SMIC)"", ""Proof of accommodation in France for the duration of stay"", ""Health insurance coverage valid in France""]","[""Passport"", ""Proof of financial resources (bank statements, pension statements, investment income)"", ""Proof of accommodation (lease, property deed, or host attestation)"", ""Health insurance certificate"", ""Signed declaration not to engage in professional activity in France"", ""Biometric photo""]","{""threshold_type"": ""fixed_numeric"", ""value"": 12800.0, ""unit"": ""EUR_per_year"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Approximate annual net SMIC reference used as the minimum resource threshold (2024 figures)""}",,,,,,,"[""proof_of_funds"", ""no_work_declaration""]",99,EUR,15,60,TRUE,5,15/01/2025,"[""Gather proof of financial resources and accommodation"", ""Apply for VLS-TS Visiteur visa via France-Visas platform"", ""Attend consulate appointment for biometrics"", ""Enter France and validate visa online with OFII within 3 months"", ""Renew residence permit annually at local prefecture if remaining longer""]",2-8 weeks,EUR 99,"1 year, renewable annually subject to continued eligibility","[""https://france-visas.gouv.fr/en/web/france-visas/visitor""]","[""Does not permit any paid professional activity in France, salaried or self-employed"", ""Popular among retirees and remote workers paid by foreign employers outside France"", ""Renewal requires proof that resources and housing conditions are still met""]",{}
France,https://france-visas.gouv.fr/en/web/france-visas/talent-passport-innovative-economic-project,Talent Passport - Innovative Entrepreneur | France-Visas,business,Entrepreneur and Innovative Business Immigration,Talent Passport - Innovative Entrepreneur (Passeport Talent Entrepreneur),detailed,France Entrepreneur Visa (Talent Passport - Innovative Economic Project),"This Talent Passport sub-category is for entrepreneurs establishing an innovative economic project in France, typically supported by a label from a recognized incubator or public body such as French Tech. Applicants must demonstrate a real and viable project along with adequate financing.","[""Real and viable innovative economic project in France"", ""Recognition or label from an approved incubator, accelerator, or public innovation body"", ""Sufficient personal financial resources for the project's first year"", ""Higher education diploma or 5 years of relevant professional experience""]","[""Passport"", ""Business plan for the innovative project"", ""Proof of incubator/accelerator recognition or French Tech label"", ""Proof of financial resources (minimum SMIC level)"", ""Diploma or professional experience evidence"", ""Biometric photo""]","{""threshold_type"": ""fixed_numeric"", ""value"": 21621.0, ""unit"": ""EUR_per_year"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Minimum resources approximately equal to the annual SMIC reference (2024 figures)""}",bachelor,,,,,,"[""business_plan"", ""incubator_recognition""]",225,EUR,30,90,TRUE,5,15/01/2025,"[""Obtain recognition from an approved incubator or the French Tech Visa program"", ""Draft detailed business plan and financing evidence"", ""Apply for VLS-TS visa at French consulate abroad"", ""Validate visa with OFII after arrival"", ""Apply for Talent Passport residence card renewal at local prefecture""]",4-12 weeks,EUR 99 (visa) + EUR 225 (residence permit tax stamp),"Up to 4 years, renewable","[""https://france-visas.gouv.fr/en/web/france-visas/talent-passport-innovative-economic-project"", ""https://lafrenchtech.com/en/french-tech-visa/""]","[""French Tech Visa program offers a streamlined pathway for startup founders"", ""Family members receive accompanying Talent Passport family residence permits with work rights""]",{}
France,https://france-visas.gouv.fr/en/web/france-visas/trainee,Trainee Visa (VLS-TS Stagiaire) | France-Visas,work,Vocational Training and Internship Immigration,Trainee Visa (VLS-TS Stagiaire),detailed,France Trainee Visa (VLS-TS Stagiaire),The Trainee Visa allows non-EU nationals to complete an internship or vocational training placement in France under a signed internship agreement (convention de stage) with a French host organization. Applicants generally need basic French or working proficiency in the host organization's language.,"[""Signed internship agreement (convention de stage) with a French host organization"", ""Enrollment in or recent completion of a relevant course of study"", ""Sufficient financial resources for the internship duration"", ""Health insurance coverage""]","[""Passport"", ""Internship agreement (convention de stage)"", ""Proof of enrollment or academic qualification"", ""Proof of financial resources"", ""Health insurance certificate"", ""Biometric photo""]","{""threshold_type"": ""case_by_case"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Internship stipend must meet minimum legal gratification threshold; shortfall may require proof of personal funds""}",none,,,,,,"[""internship_agreement""]",99,EUR,15,45,FALSE,,15/01/2025,"[""Secure internship placement and sign convention de stage with host organization"", ""Apply for VLS-TS Stagiaire visa via France-Visas platform"", ""Attend consulate appointment for biometrics"", ""Enter France and validate visa online with OFII within 3 months""]",2-6 weeks,EUR 99,"Duration of internship, typically up to 1 year, non-renewable beyond agreement terms","[""https://france-visas.gouv.fr/en/web/france-visas/trainee""]","[""Minimum legal monthly gratification (stipend) applies for internships longer than 2 months"", ""Does not directly lead to a separate work visa; conversion requires new application""]",{}
France,https://france-visas.gouv.fr/en/web/france-visas/au-pair,Au-Pair Visa | France-Visas,work,Au-Pair Cultural Exchange,Au-Pair Visa (VLS-TS Jeune Fille/Homme au Pair),overview,France Au-Pair Visa,"The Au-Pair Visa allows young people aged 18 to 30 to live with a French host family, assist with childcare and light household tasks, and attend French language classes, in exchange for accommodation, meals, and pocket money. A signed au-pair placement agreement is required.","[""Age between 18 and 30"", ""Basic French language skills"", ""Signed au-pair placement agreement with host family, approved by the local labor authority (DIRECCTE/DREETS)"", ""Enrollment in French language courses during the stay""]","[""Passport"", ""Au-pair placement agreement"", ""Proof of French language course enrollment"", ""Health insurance certificate"", ""Host family invitation and accommodation proof"", ""Biometric photo""]","{""threshold_type"": ""not_applicable"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Host family provides pocket money, accommodation, and meals rather than a salary""}",none,18,30,,A1,,"[""au_pair_agreement""]",99,EUR,15,45,FALSE,,15/01/2025,"[""Find host family and sign au-pair placement agreement"", ""Obtain approval of the agreement from the local labor authority"", ""Apply for VLS-TS visa via France-Visas platform"", ""Enter France and validate visa online with OFII"", ""Enroll in French language classes as required by the agreement""]",2-6 weeks,EUR 99,"Up to 1 year, renewable up to a maximum total stay of 18 months in most cases","[""https://france-visas.gouv.fr/en/web/france-visas/au-pair""]","[""Pocket money typically around EUR 320-410/month plus board and lodging"", ""Placement agreement must be validated by the local labor authority before visa application""]",{}
France,https://france-visas.gouv.fr/en/web/france-visas/job-seeker-or-business-creator,Job Seeker / Business Creator Visa | France-Visas,work,Job Search and Business Creation Immigration,Job Seeker / Business Creator Visa (Recherche d'Emploi ou Création d'Entreprise),detailed,France Job Seeker / Business Creator Residence Permit,This residence permit allows recent graduates of French institutions or former Talent Passport holders to remain in France for up to 12 months to seek qualifying employment or establish a business. It does not itself authorize work but permits conversion to a work-authorizing permit once a qualifying opportunity is secured.,"[""Master's degree or equivalent obtained from a French institution within the last 4 years, OR former Talent Passport holder"", ""Sufficient financial resources for the job search or business creation period"", ""Genuine intent to seek employment matching qualifications or to create a business""]","[""Passport"", ""Degree certificate from French institution or prior Talent Passport residence permit"", ""Proof of financial resources"", ""Current or most recent residence permit"", ""Biometric photo""]","{""threshold_type"": ""fixed_numeric"", ""value"": 8400.0, ""unit"": ""EUR_per_year"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Approximate minimum resources equivalent to about half the annual SMIC reference (2024 figures)""}",master,,,,,,"[""french_degree_or_prior_talent_passport"", ""proof_of_funds""]",225,EUR,20,60,FALSE,,15/01/2025,"[""Confirm eligibility as a recent French graduate or former Talent Passport holder"", ""Apply for residence permit renewal for job search/business creation purposes at local prefecture (or visa if applying from abroad)"", ""Search for qualifying employment or establish business during the permit period"", ""Convert to an appropriate work or Talent Passport permit once a qualifying opportunity is secured""]",3-8 weeks,EUR 225 (residence permit tax stamp),"12 months, non-renewable beyond the initial period","[""https://france-visas.gouv.fr/en/web/france-visas/job-seeker-or-business-creator""]","[""Does not by itself authorize employment; must convert to a work permit once a job or business is secured"", ""Available to graduates of French master's programs within 4 years of graduation""]",{}
France,https://france-visas.gouv.fr/en/web/france-visas/salaried-worker,Salaried Worker Visa (VLS-TS Salarié) | France-Visas,work,General Employee Work Immigration,Salaried Worker Visa (VLS-TS Salarié),detailed,France Salaried Worker Visa (VLS-TS Salarié),The Salarié Visa is for non-EU nationals with a standard employment contract in France where the position does not qualify under the Talent Passport thresholds. The employer must obtain a work authorization from the labor administration before the employee applies for the visa.,"[""Employment contract of at least 12 months with a French employer"", ""Employer has obtained work authorization from the labor administration (DREETS)"", ""Position and salary comply with French labor market and wage requirements"", ""Relevant qualifications or experience for the role""]","[""Passport"", ""Employment contract"", ""Work authorization approval from DREETS"", ""Proof of employer's registration in France"", ""Biometric photo"", ""Health insurance coverage (via employment)""]","{""threshold_type"": ""case_by_case"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Salary must comply with French minimum wage (SMIC) and applicable collective bargaining agreement rates""}",,,,,,,"[""job_offer_letter"", ""dreets_work_authorization""]",225,EUR,60,120,TRUE,5,15/01/2025,"[""Employer applies for work authorization with DREETS (labor administration)"", ""Once approved, employee applies for VLS-TS Salari\u00e9 visa at French consulate abroad"", ""Validate visa online with OFII after arrival in France"", ""Renew residence permit at local prefecture before expiry""]",2-4 months including labor authorization review,EUR 99 (visa) + EUR 225 (residence permit tax stamp),"Up to 4 years or duration of contract, renewable","[""https://france-visas.gouv.fr/en/web/france-visas/salaried-worker""]","[""Broader eligibility than Talent Passport but requires labor market authorization review"", ""Processing time depends heavily on DREETS review of labor market conditions""]",{}
Japan,https://www.pk.emb-japan.go.jp/itpr_en/visa.html,Temporary Visitor Visa | Embassy of Japan,tourist,Short-Stay Tourism and Business Visits,Temporary Visitor Visa,detailed,Japan Temporary Visitor Visa,"The Temporary Visitor Visa allows entry to Japan for tourism, visiting relatives, or short business trips for up to 90 days, or up to 15/30 days for some nationalities. It does not permit any remunerated activity and requires proof of sufficient funds and a return itinerary.","[""Purpose of visit is tourism, visiting family, or short-term business"", ""No intention to engage in paid work"", ""Sufficient funds to cover the stay"", ""Confirmed return or onward travel itinerary""]","[""Valid passport"", ""Visa application form"", ""Passport-size photo"", ""Round-trip flight itinerary"", ""Proof of accommodation"", ""Bank statements or financial evidence"", ""Invitation letter (if visiting family or on business)""]","{""threshold_type"": ""case_by_case"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""No fixed amount; consular officer assesses sufficiency of funds relative to length of stay""}",,,,,,,[],3000,JPY,5,10,FALSE,,15/01/2025,"[""Complete visa application form"", ""Gather supporting documents"", ""Submit application at Japanese embassy/consulate or via accredited travel agency"", ""Attend interview if requested"", ""Collect visa or passport with visa affixed""]",5-10 business days,"JPY 3,000 (single entry), JPY 6,000 (multiple entry)",Stay of up to 90 days (varies by nationality); visa itself typically valid for 3 months from issuance for entry,"[""https://www.pk.emb-japan.go.jp/itpr_en/visa.html"", ""https://www.mofa.go.jp/j_info/visit/visa/""]","[""Many nationalities benefit from visa exemption arrangements for short stays"", ""Does not permit any form of paid employment in Japan"", ""Multiple-entry visas available for frequent business travelers with sufficient economic ties""]",{}
Japan,https://www.studyinjapan.go.jp/en/planning/visa/,Student Visa | Study in Japan (MEXT),study,Higher Education and Language Student Immigration,Student Visa (Ryugaku),detailed,Japan Student Visa (Ryugaku),"The Student Visa (Ryugaku) allows enrollment in full-time study at a Japanese university, vocational school, or language institute. Applicants require a Certificate of Eligibility (COE) issued by the Japanese Immigration Services Agency before applying for the visa at a consulate abroad.","[""Certificate of Eligibility (COE) issued by the receiving institution/Immigration Services Agency"", ""Acceptance letter from a Japanese educational institution"", ""Proof of sufficient financial resources for tuition and living costs"", ""Meets health and character requirements""]","[""Valid passport"", ""Certificate of Eligibility (COE)"", ""Acceptance letter from institution"", ""Visa application form"", ""Passport-size photo"", ""Proof of financial resources (bank statements, sponsor's affidavit)"", ""Academic transcripts""]","{""threshold_type"": ""fixed_numeric"", ""value"": 2000000.0, ""unit"": ""JPY_per_year"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Approximate minimum funds recommended to cover tuition and living costs (varies by city and institution)""}",none,,,JLPT,N5,,"[""certificate_of_eligibility"", ""acceptance_letter""]",3000,JPY,30,90,TRUE,10,15/01/2025,"[""Receive acceptance from a Japanese educational institution"", ""Institution applies for Certificate of Eligibility (COE) on the applicant's behalf"", ""Apply for student visa at Japanese embassy/consulate abroad with the COE"", ""Enter Japan and receive Residence Card at port of entry"", ""Register address at local municipal office""]","1-3 months for COE issuance, plus 5-10 business days for visa issuance","JPY 3,000 (single entry visa fee)","Matches Residence Card period, typically 1 or 2 years, renewable for duration of studies","[""https://www.studyinjapan.go.jp/en/planning/visa/"", ""https://www.isa.go.jp/en/index.html""]","[""Can apply for permission to engage in activities beyond visa status to work up to 28 hours/week"", ""COE processing can take 1-3 months and should be started well in advance""]",{}
Japan,https://www.mofa.go.jp/j_info/visit/w_holiday/index.html,Working Holiday Visa | Ministry of Foreign Affairs of Japan,work,Working Holiday Cultural Exchange,Working Holiday Visa,detailed,Japan Working Holiday Visa,"The Working Holiday Visa allows young people from countries with a working holiday arrangement with Japan to travel and work temporarily for up to 12 months. The visa is intended primarily for holiday purposes, with employment as a supplementary activity to support travel funds.","[""Passport from a country with a working holiday arrangement with Japan"", ""Aged 18 to 30 (or 18-25 for some partner countries)"", ""No dependent children accompanying the applicant"", ""Sufficient funds for the initial part of the stay"", ""Primary purpose is holiday, with work as a supplementary activity""]","[""Valid passport"", ""Visa application form"", ""Passport-size photo"", ""Written explanation of intended activities in Japan"", ""Bank statement or evidence of funds"", ""Return or onward flight ticket (in some cases)""]","{""threshold_type"": ""fixed_numeric"", ""value"": 250000.0, ""unit"": ""JPY_lump_sum"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Recommended minimum funds to demonstrate ability to support the initial stay""}",,18,30,,,,[],3000,JPY,5,15,FALSE,,15/01/2025,"[""Confirm nationality is party to a working holiday arrangement with Japan"", ""Prepare a written statement of intended holiday and work plans"", ""Submit application at Japanese embassy/consulate"", ""Attend interview if requested"", ""Enter Japan within the visa's validity period""]",1-3 weeks,"JPY 3,000 (single entry visa fee)","Up to 12 months from date of entry, non-renewable and non-extendable","[""https://www.mofa.go.jp/j_info/visit/w_holiday/index.html""]","[""Annual quota may apply for some partner countries"", ""Work in bars, cabarets, or businesses affecting public morals is prohibited"", ""Cannot be extended or renewed once granted""]",{}
Japan,https://www.isa.go.jp/en/publications/materials/newimmiact_3_index.html,Engineer/Specialist in Humanities/International Services Visa | Immigration Services Agency of Japan,work,Skilled Professional Employment Immigration,Engineer/Specialist in Humanities/International Services Visa,detailed,Japan Engineer/Specialist in Humanities/International Services Visa,"This status of residence covers foreign professionals working in engineering, IT, or humanities-related fields (e.g. marketing, translation, design) as well as international services roles requiring foreign cultural sensibility. Applicants generally need a relevant degree or equivalent work experience and a job offer matching their qualifications.","[""Job offer from a Japanese employer matching the applicant's field of expertise"", ""Bachelor's degree in a relevant field, or equivalent professional experience (typically 10 years for humanities roles without a matching degree)"", ""Certificate of Eligibility (COE) issued by the Immigration Services Agency"", ""Salary equal to or greater than that of a Japanese national in an equivalent role""]","[""Valid passport"", ""Certificate of Eligibility (COE)"", ""Employment contract or offer letter"", ""Degree certificate and transcripts"", ""Company registration documents (from employer)"", ""Visa application form"", ""Passport-size photo""]","{""threshold_type"": ""case_by_case"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Salary must be equal to or greater than that of a Japanese national performing the same duties""}",bachelor,,,,,,"[""certificate_of_eligibility"", ""job_offer_letter""]",3000,JPY,30,90,TRUE,10,15/01/2025,"[""Secure a job offer from a Japanese employer"", ""Employer or applicant applies for Certificate of Eligibility (COE)"", ""Apply for visa at Japanese embassy/consulate abroad using the COE"", ""Enter Japan and receive Residence Card at port of entry"", ""Register address at local municipal office""]","1-3 months for COE issuance, plus 5-10 business days for visa issuance","JPY 3,000 (single entry visa fee)","1, 3, or 5 years depending on assessment, renewable indefinitely while employed in a qualifying role","[""https://www.isa.go.jp/en/publications/materials/newimmiact_3_index.html""]","[""One of the most common work visa categories for foreign professionals in Japan"", ""Humanities-related roles without a matching degree generally require at least 10 years of relevant experience"", ""Can lead to Permanent Resident status after 10 years of continuous residence (5 years under the points-based system for Highly Skilled Professionals)""]",{}
Japan,https://www.isa.go.jp/en/publications/materials/hsp_1.html,Highly Skilled Professional Visa | Immigration Services Agency of Japan,work,Points-Based Highly Skilled Professional Immigration,Highly Skilled Professional Visa (Category J-Skilled/N-Skilled/M-Skilled),detailed,Japan Highly Skilled Professional Visa,"The Highly Skilled Professional Visa is a points-based status for individuals in advanced academic research, advanced specialized/technical activities, or advanced business management. Applicants scoring at least 70 points on the assessment gain preferential treatment, including accelerated permanent residence eligibility and expanded family/employment privileges.","[""Minimum 70 points on the Highly Skilled Professional points assessment (academic background, career history, annual salary, age, research achievements, etc.)"", ""Job offer or business activity matching one of the three Highly Skilled Professional categories"", ""Bachelor's degree or higher, or substantial relevant professional experience"", ""Certificate of Eligibility (COE) issued by the Immigration Services Agency""]","[""Valid passport"", ""Points calculation table with supporting evidence"", ""Certificate of Eligibility (COE)"", ""Employment contract or business plan"", ""Degree certificates and professional history evidence"", ""Visa application form"", ""Passport-size photo""]","{""threshold_type"": ""points_based"", ""value"": null, ""unit"": null, ""points_required"": 70, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Minimum 70 points required; higher scores unlock additional benefits such as faster PR eligibility (after 1 or 3 years)""}",bachelor,,,,,70,"[""points_assessment"", ""certificate_of_eligibility""]",3000,JPY,30,90,TRUE,1,15/01/2025,"[""Complete the points calculation table to confirm eligibility (minimum 70 points)"", ""Apply for Certificate of Eligibility (COE) with supporting evidence"", ""Apply for visa at Japanese embassy/consulate abroad using the COE"", ""Enter Japan and receive Residence Card"", ""Register address at local municipal office""]","1-3 months for COE issuance, plus 5-10 business days for visa issuance","JPY 3,000 (single entry visa fee)",5-year residence period (indefinite in effect through renewals); some categories granted unconditional 5-year status,"[""https://www.isa.go.jp/en/publications/materials/hsp_1.html""]","[""80+ points allows permanent residence eligibility after just 1 year of residence; 70-79 points after 3 years"", ""Permits domestic employment of housekeepers and accompanying parents under certain conditions"", ""Three categories: Advanced Academic Research, Advanced Specialized/Technical Activities, Advanced Business Management""]","{""categories"": [""Advanced Academic Research Activities"", ""Advanced Specialized/Technical Activities"", ""Advanced Business Management Activities""]}"
Japan,https://www.isa.go.jp/en/policies/policies/business_manager.html,Business Manager Visa | Immigration Services Agency of Japan,business,Business Owner and Manager Immigration,Business Manager Visa,detailed,Japan Business Manager Visa,"The Business Manager Visa allows foreign nationals to start or manage a business in Japan. Applicants must establish a physical office, invest a minimum capital amount or employ at least two full-time staff, and demonstrate a viable business plan.","[""Establishment of a physical office space in Japan (not a virtual office or residence, in most cases)"", ""Minimum capital investment of JPY 5 million, or employment of at least 2 full-time staff in Japan"", ""Viable and sustainable business plan"", ""Relevant business management experience or qualifications""]","[""Valid passport"", ""Certificate of Eligibility (COE)"", ""Business plan"", ""Proof of office lease"", ""Company registration documents (certificate of registered matters)"", ""Evidence of capital investment or staffing"", ""Visa application form""]","{""threshold_type"": ""fixed_numeric"", ""value"": 5000000.0, ""unit"": ""JPY_capital"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Minimum capital investment of JPY 5,000,000, or equivalent staffing of at least 2 full-time employees""}",,,,,,,"[""business_plan"", ""physical_office"", ""minimum_capital_or_staffing""]",3000,JPY,30,90,TRUE,10,15/01/2025,"[""Register a company in Japan and secure physical office space"", ""Deposit minimum capital or arrange qualifying staffing"", ""Draft detailed business plan"", ""Apply for Certificate of Eligibility (COE)"", ""Apply for visa at Japanese embassy/consulate using the COE"", ""Enter Japan and register the business address""]","1-3 months for COE issuance, plus 5-10 business days for visa issuance","JPY 3,000 (single entry visa fee)","1, 3, or 5 years depending on business track record, renewable subject to continued business operation","[""https://www.isa.go.jp/en/policies/policies/business_manager.html""]","[""Renewal requires evidence of continued, viable business operations"", ""A virtual office or home address generally does not satisfy the physical office requirement"", ""Business must remain operational and profitable or show a credible path to viability at renewal""]",{}
Japan,https://www.isa.go.jp/en/ssw/index.html,Specified Skilled Worker Visa | Immigration Services Agency of Japan,work,Sector-Specific Skilled Labor Immigration,Specified Skilled Worker Visa (Tokutei Ginou),detailed,Japan Specified Skilled Worker Visa (i and ii),"The Specified Skilled Worker Visa was created to address labor shortages in designated industry sectors such as caregiving, construction, and food service. It has two types: Type (i) for a specific skill level with a maximum 5-year stay and no family accompaniment, and Type (ii) for a higher skill level allowing renewable stays and family members.","[""Passing scores on the relevant Specified Skills Evaluation Test and Japanese Language Proficiency Test (N4 or higher), or completion of Technical Intern Training in a related field"", ""Job offer in one of the designated industry sectors"", ""For Type (ii): additional higher-level skills test and supervisory/skilled experience""]","[""Valid passport"", ""Certificate of Eligibility (COE)"", ""Specified Skills Evaluation Test certificate"", ""Japanese language test certificate (JLPT N4 or JFT-Basic)"", ""Employment contract"", ""Support plan from the receiving organization (Type i)""]","{""threshold_type"": ""case_by_case"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Salary must be equal to or greater than that of a Japanese national performing equivalent duties""}",none,,,JLPT,N4,,"[""specified_skills_test"", ""certificate_of_eligibility""]",3000,JPY,30,90,TRUE,10,15/01/2025,"[""Pass the Specified Skills Evaluation Test and required Japanese language test (or transition from Technical Intern Training)"", ""Secure job offer from a registered accepting organization"", ""Employer prepares support plan (Type i) and applies for Certificate of Eligibility"", ""Apply for visa at Japanese embassy/consulate using the COE"", ""Enter Japan and register address at local municipal office""]","1-3 months for COE issuance, plus 5-10 business days for visa issuance","JPY 3,000 (single entry visa fee)","Type (i): up to 5 years total, non-renewable beyond that and no family accompaniment; Type (ii): renewable indefinitely with family accompaniment allowed","[""https://www.isa.go.jp/en/ssw/index.html""]","[""Covers 12 designated sectors including nursing care, construction, food and beverage manufacturing, and agriculture"", ""Type (ii) skilled workers may eventually qualify for permanent residence after sufficient years of qualifying residence"", ""Transition from Technical Intern Training (Ginou Jisshu) to Specified Skilled Worker Type (i) is a common pathway""]","{""types"": [""Type (i)"", ""Type (ii)""]}"
